entity_type,entity,sentiment,city,thread_datetime,thread_url,thread_title,snippet
doctor,眼袋醫師,recommended,台北,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,"[建議] 台北全臉補脂+眼袋醫師（有選手） ＋收藏 分享 看板 facelift 作者 viwa (YA!!) 時間 4年前 發表 (2022/03/26 17:41) , 4年前 編輯 推噓 25 ( 25 推 0 噓 28 → ) 留言 53則, 27人 參與 , 4年前 最新 討論串 1/1"
doctor,割眼袋的醫師,unknown,台北,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,想要到台北找全臉補脂 順便加割眼袋的醫師。
doctor,都不錯的醫師,unknown,,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,"（有的專精眼袋/有的抽脂,所以選擇困難，想要找兩個都不錯的醫師）"
doctor,的費用和醫師,unknown,,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,", 20 F 有人可以分享全臉補脂的費用和醫師嗎 03/27 19:23 , 20 F → vic5710789 03/27 19:23,"
doctor,我是給李醫師,recommended,,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,", 34 F 我是給李醫師做威萃補脂,還蠻滿意的 03/28 16:41 , 34 F → yukieyu 03/28 16:51,"
doctor,極緻杜醫師,recommended,,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,", 36 F 推極緻杜醫師,我是把眼袋脂肪要做的 03/28 17:12 , 36 F → yannnnni520 03/28 17:12,"
doctor,覺得醫師,unknown,,2022-03-26T17:41:00,https://www.pttweb.cc/bbs/facelift/M.1648287684.A.B43,[建議] 台北全臉補脂+眼袋醫師（有選手）,", 38 F 很自然,覺得醫師臉補脂的量估的很準 03/28 17:13 , 38 F → yannnnni520 03/28 17:13,"
clinic,在台北的一棟大樓裡 診所裡面感覺上有點老,unknown,台北,2022-01-17T11:46:00,https://www.pttweb.cc/bbs/facelift/M.1642391177.A.5DB,[討論] 眼袋手術詢問,在台北的一棟大樓裡 診所裡面感覺上有點老歐式飯店裝潢 但乾淨 醫生本人也有年紀 也蠻有經驗的樣子 醫生建議我用內開方式除眼袋 不建議補脂肪 第一不確定脂肪的穩定性 也無法保證未來會不會下垂 然後脂肪吸收程度因人體質不同 就算捕的很平均 也有兩邊消的不一樣的風險 醫生說的這點我蠻認同的 價格3字頭
doctor,眼袋手術醫師,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,[問題] 請推薦大醫院眼袋手術醫師（台北） - 看板facelift - PTT網頁版
clinic,薦大醫院,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,[問題] 請推薦大醫院眼袋手術醫師（台北） - 看板facelift - PTT網頁版
doctor,眼袋手術醫師,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,"[問題] 請推薦大醫院眼袋手術醫師（台北） ＋收藏 分享 看板 facelift 作者 dakki (溫柔自是勝強剛) 時間 4年前 發表 (2021/12/27 15:55) , 編輯 推噓 3 ( 3 推 0 噓 3 → ) 留言 6則, 3人 參與 , 4年前 最新 討論串 1/1"
clinic,薦大醫院,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,"[問題] 請推薦大醫院眼袋手術醫師（台北） ＋收藏 分享 看板 facelift 作者 dakki (溫柔自是勝強剛) 時間 4年前 發表 (2021/12/27 15:55) , 編輯 推噓 3 ( 3 推 0 噓 3 → ) 留言 6則, 3人 參與 , 4年前 最新 討論串 1/1"
doctor,大醫院的醫師,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,大家好 近期考慮做眼袋手術 但實在不太敢在診所做舒眠麻醉 不知道有沒有人推薦台北大醫院的醫師？ 或是有人做相關手術是局麻嗎？ 會不會很可怕呢？ 謝謝～
clinic,但實在不太敢在診所,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,大家好 近期考慮做眼袋手術 但實在不太敢在診所做舒眠麻醉 不知道有沒有人推薦台北大醫院的醫師？ 或是有人做相關手術是局麻嗎？ 會不會很可怕呢？ 謝謝～
clinic,不知道有沒有人推薦台北大醫院,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,大家好 近期考慮做眼袋手術 但實在不太敢在診所做舒眠麻醉 不知道有沒有人推薦台北大醫院的醫師？ 或是有人做相關手術是局麻嗎？ 會不會很可怕呢？ 謝謝～
doctor,眼袋診所醫生,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,", 1 F 借文想問推薦的台北眼袋診所醫生 12/27 20:17 , 1 F → ieltm 12/27 20:18,"
clinic,借文想問推薦的台北眼袋診所,recommended,台北,2021-12-27T15:55:00,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,[問題] 請推薦大醫院眼袋手術醫師（台北）,", 1 F 借文想問推薦的台北眼袋診所醫生 12/27 20:17 , 1 F → ieltm 12/27 20:18,"
doctor,淚溝的醫師,recommended,桃園,2021-12-07T21:23:00,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,[問題] 衛福部規定玻尿酸不能施打淚溝？,另外想詢問大家有沒有推薦雙北或桃園施打水無痕 淚溝的醫師，已經爬了好多文、看了好多大家推薦的醫師但心裡仍拿不定主意 目前想試試評價還不錯的水無痕～
doctor,家推薦的醫師,recommended,桃園,2021-12-07T21:23:00,https://www.pttweb.cc/bbs/facelift/M.1638883411.A.94B,[問題] 衛福部規定玻尿酸不能施打淚溝？,另外想詢問大家有沒有推薦雙北或桃園施打水無痕 淚溝的醫師，已經爬了好多文、看了好多大家推薦的醫師但心裡仍拿不定主意 目前想試試評價還不錯的水無痕～
clinic,最近諮詢台北某醫美診所,unknown,台北,2021-12-03T01:17:00,https://www.pttweb.cc/bbs/facelift/M.1638465425.A.C09,[問題] 眼袋手術會建議補淚溝嗎？,最近諮詢台北某醫美診所，醫生看過後建議做眼袋內開+補淚溝 會比較自然
doctor,到現場後醫生,unknown,,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑更別說是內建相機） 後來在家庭聚會上聽到親戚分享眼袋手術的心得 本人真的變超有精神 當下感覺就是天時地利人和 我馬上二話不說打電話預約 本來想說這間診所蠻有名的也很多人預約都要用搶的 會不會接起電話的是個對答冷冰冰的人 結果對方人超好！ 盡力幫我排預約時間之外還關心我這樣上班會不會遲到 讓我從預約就有很放心的感覺 去到現場後醫生也很仔細地跟我解說我的狀況 我當天就直接付錢預約手術時間了～ 人生第一次動手術 我其實本來心裡一直有點忐忑 結果真的就像醫生說的 睡一覺就好了！ 回家前診所會給一張小單子 上面列滿術後的...
doctor,真的就像醫生,unknown,,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑更別說是內建相機） 後來在家庭聚會上聽到親戚分享眼袋手術的心得 本人真的變超有精神 當下感覺就是天時地利人和 我馬上二話不說打電話預約 本來想說這間診所蠻有名的也很多人預約都要用搶的 會不會接起電話的是個對答冷冰冰的人 結果對方人超好！ 盡力幫我排預約時間之外還關心我這樣上班會不會遲到 讓我從預約就有很放心的感覺 去到現場後醫生也很仔細地跟我解說我的狀況 我當天就直接付錢預約手術時間了～ 人生第一次動手術 我其實本來心裡一直有點忐忑 結果真的就像醫生說的 睡一覺就好了！ 回家前診所會給一張小單子 上面列滿術後的...
clinic,本來想說這間診所,unknown,,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑更別說是內建相機） 後來在家庭聚會上聽到親戚分享眼袋手術的心得 本人真的變超有精神 當下感覺就是天時地利人和 我馬上二話不說打電話預約 本來想說這間診所蠻有名的也很多人預約都要用搶的 會不會接起電話的是個對答冷冰冰的人 結果對方人超好！ 盡力幫我排預約時間之外還關心我這樣上班會不會遲到 讓我從預約就有很放心的感覺 去到現場後醫生也很仔細地跟我解說我的狀況 我當天就直接付錢預約手術時間了～ 人生第一次動手術 我其實本來心裡一直有點忐忑 結果真的就像醫生說的 睡一覺就好了！ 回家前診所會給一張小單子 上面列滿術後的...
clinic,回家前診所,unknown,,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑更別說是內建相機） 後來在家庭聚會上聽到親戚分享眼袋手術的心得 本人真的變超有精神 當下感覺就是天時地利人和 我馬上二話不說打電話預約 本來想說這間診所蠻有名的也很多人預約都要用搶的 會不會接起電話的是個對答冷冰冰的人 結果對方人超好！ 盡力幫我排預約時間之外還關心我這樣上班會不會遲到 讓我從預約就有很放心的感覺 去到現場後醫生也很仔細地跟我解說我的狀況 我當天就直接付錢預約手術時間了～ 人生第一次動手術 我其實本來心裡一直有點忐忑 結果真的就像醫生說的 睡一覺就好了！ 回家前診所會給一張小單子 上面列滿術後的...
doctor,人放心的醫生,recommended,台北,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑從此都驕傲的用內建相機拍照了！） 每次照鏡子都還是覺得很感動 居然真的有可以脫離眼袋的這一天 真心覺得動眼袋手術很值得 也很感激自己遇到了如此令人放心的醫生跟診所 手術資訊如下 診所：如一整形外科診所（原為台北新聖） 醫師：蕭奕君醫師
doctor,蕭奕君醫師,recommended,台北,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑從此都驕傲的用內建相機拍照了！） 每次照鏡子都還是覺得很感動 居然真的有可以脫離眼袋的這一天 真心覺得動眼袋手術很值得 也很感激自己遇到了如此令人放心的醫生跟診所 手術資訊如下 診所：如一整形外科診所（原為台北新聖） 醫師：蕭奕君醫師
clinic,人放心的醫生,recommended,台北,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑從此都驕傲的用內建相機拍照了！） 每次照鏡子都還是覺得很感動 居然真的有可以脫離眼袋的這一天 真心覺得動眼袋手術很值得 也很感激自己遇到了如此令人放心的醫生跟診所 手術資訊如下 診所：如一整形外科診所（原為台北新聖） 醫師：蕭奕君醫師
clinic,如一整形外科診所,recommended,台北,2021-11-02T21:19:00,https://www.pttweb.cc/bbs/facelift/M.1635859153.A.A6D,[分享] 台北眼袋內開+自體脂肪補脂分享,（↑從此都驕傲的用內建相機拍照了！） 每次照鏡子都還是覺得很感動 居然真的有可以脫離眼袋的這一天 真心覺得動眼袋手術很值得 也很感激自己遇到了如此令人放心的醫生跟診所 手術資訊如下 診所：如一整形外科診所（原為台北新聖） 醫師：蕭奕君醫師
doctor,詢了滿多醫生,recommended,,2021-09-30T19:41:00,https://www.pttweb.cc/bbs/facelift/M.1633002101.A.C2B,[心得] 台北自體脂肪補脂&眼袋分享,諮詢了滿多醫生之後， 除了要做內開眼袋的手術之外， 醫生還推薦我可以做全臉補脂、淚溝跟法令紋， 考慮好幾天也問了身邊比較常做醫美的朋友， 大家都說想做的話乾脆一起做， 不然到時候又做第二次恢復期就會有兩次， 還是一次到位好了XD
clinic,考慮好幾天也問了身邊比較常做醫美,recommended,,2021-09-30T19:41:00,https://www.pttweb.cc/bbs/facelift/M.1633002101.A.C2B,[心得] 台北自體脂肪補脂&眼袋分享,諮詢了滿多醫生之後， 除了要做內開眼袋的手術之外， 醫生還推薦我可以做全臉補脂、淚溝跟法令紋， 考慮好幾天也問了身邊比較常做醫美的朋友， 大家都說想做的話乾脆一起做， 不然到時候又做第二次恢復期就會有兩次， 還是一次到位好了XD
doctor,術前跟醫師,unknown,,2021-09-30T19:41:00,https://www.pttweb.cc/bbs/facelift/M.1633002101.A.C2B,[心得] 台北自體脂肪補脂&眼袋分享,所以最後就是決定內開眼袋+自體脂肪補脂 術前跟醫師溝通滿久的， 因為自己比較愛自然的臉型， 外加這個是第一次做比較大的手術， 醫生也可以感覺出來我比較緊張 所以術前講解的特別仔細，就讓我滿放心的。
doctor,問開眼袋醫生,recommended,,2021-09-30T19:41:00,https://www.pttweb.cc/bbs/facelift/M.1633002101.A.C2B,[心得] 台北自體脂肪補脂&眼袋分享,", 4 F 想請問開眼袋醫生與價格謝謝 10/01 09:06 , 4 F 推 oceanbird 10/01 21:54,"
doctor,問開眼袋醫生,recommended,,2021-09-30T19:41:00,https://www.pttweb.cc/bbs/facelift/M.1633002101.A.C2B,[心得] 台北自體脂肪補脂&眼袋分享,", 13 F 也想請問開眼袋醫生與價格謝謝 10/05 08:29 , 13 F 推 ju9454 10/05 15:24,"
doctor,君綺陳院長,recommended,台北,2021-09-28T15:14:00,https://www.pttweb.cc/bbs/facelift/M.1632813291.A.5E8,[問題] 想雙眼皮跟眼袋一次解決,", 12 F 眼袋 是可以一起手術的 09/30 17:05 , 12 F 推 h233332000 10/13 10:18, , 13 F 推薦君綺陳院長給你~他真的很厲害， 10/13 10:18 , 13 F → h233332000 10/13 10:18, , 14 F 我的雙眼皮手術就是找他，我很喜歡！ 10/13 10:18 , 14 F 推 willy45118 11/11 16:52, , 15 F 推薦台北至誠整形外科陳醫師，眼部有 11/11 16:52 , 15 F → willy45118..."
doctor,形外科陳醫師,recommended,台北,2021-09-28T15:14:00,https://www.pttweb.cc/bbs/facelift/M.1632813291.A.5E8,[問題] 想雙眼皮跟眼袋一次解決,", 12 F 眼袋 是可以一起手術的 09/30 17:05 , 12 F 推 h233332000 10/13 10:18, , 13 F 推薦君綺陳院長給你~他真的很厲害， 10/13 10:18 , 13 F → h233332000 10/13 10:18, , 14 F 我的雙眼皮手術就是找他，我很喜歡！ 10/13 10:18 , 14 F 推 willy45118 11/11 16:52, , 15 F 推薦台北至誠整形外科陳醫師，眼部有 11/11 16:52 , 15 F → willy45118..."
doctor,另外醫生,unknown,,2021-09-22T16:29:00,https://www.pttweb.cc/bbs/facelift/M.1632299340.A.038,[分享] 台北內開眼袋+補淚溝術後分享,另外醫生有建議除了內開眼袋外 會幫我一起把淚溝補起來 整體看起來也會比較自然 更顯得年輕有精神點
doctor,的診所和醫生,recommended,,2021-09-22T16:29:00,https://www.pttweb.cc/bbs/facelift/M.1632299340.A.038,[分享] 台北內開眼袋+補淚溝術後分享,雖然眼袋內開算是蠻普遍的手術 板上也分享到爛了XD 但我自己的經驗確實是找到值得信任的診所和醫生 可以減少對手術的緊張不安 也能確保術後的成果真的是讓自己滿意的 簡單分享到這裡～也希望有幫助到有需要的人！
clinic,但我自己的經驗確實是找到值得信任的診所,recommended,,2021-09-22T16:29:00,https://www.pttweb.cc/bbs/facelift/M.1632299340.A.038,[分享] 台北內開眼袋+補淚溝術後分享,雖然眼袋內開算是蠻普遍的手術 板上也分享到爛了XD 但我自己的經驗確實是找到值得信任的診所和醫生 可以減少對手術的緊張不安 也能確保術後的成果真的是讓自己滿意的 簡單分享到這裡～也希望有幫助到有需要的人！
doctor,有一個李醫師,not_recommended,台北,2021-09-13T21:33:00,https://www.pttweb.cc/bbs/facelift/M.1631539999.A.418,[問題] 汽化眼袋雷射有人做過嗎？,台北有一個李醫師汽化眼袋雷射聽說不錯
clinic,第一次做醫美,recommended,台北,2021-09-11T22:59:00,https://www.pttweb.cc/bbs/facelift/M.1631372371.A.FE2,[問題] 第一次做醫美 求推薦台北眼袋手術診所,[問題] 第一次做醫美 求推薦台北眼袋手術診所 - 看板facelift - PTT網頁版
clinic,求推薦台北眼袋手術診所,recommended,台北,2021-09-11T22:59:00,https://www.pttweb.cc/bbs/facelift/M.1631372371.A.FE2,[問題] 第一次做醫美 求推薦台北眼袋手術診所,[問題] 第一次做醫美 求推薦台北眼袋手術診所 - 看板facelift - PTT網頁版
clinic,第一次做醫美,recommended,台北,2021-09-11T22:59:00,https://www.pttweb.cc/bbs/facelift/M.1631372371.A.FE2,[問題] 第一次做醫美 求推薦台北眼袋手術診所,"[問題] 第一次做醫美 求推薦台北眼袋手術診所 ＋收藏 分享 看板 facelift 作者 ianzaro (ianzaro) 時間 4年前 發表 (2021/09/11 22:59) , 4年前 編輯 推噓 6 ( 6 推 0 噓 10 → ) 留言 16則, 7人 參與 , 4年前 最新 討論串 1/1"
clinic,求推薦台北眼袋手術診所,recommended,台北,2021-09-11T22:59:00,https://www.pttweb.cc/bbs/facelift/M.1631372371.A.FE2,[問題] 第一次做醫美 求推薦台北眼袋手術診所,"[問題] 第一次做醫美 求推薦台北眼袋手術診所 ＋收藏 分享 看板 facelift 作者 ianzaro (ianzaro) 時間 4年前 發表 (2021/09/11 22:59) , 4年前 編輯 推噓 6 ( 6 推 0 噓 10 → ) 留言 16則, 7人 參與 , 4年前 最新 討論串 1/1"
doctor,去跟醫生,unknown,,2021-09-11T22:59:00,https://www.pttweb.cc/bbs/facelift/M.1631372371.A.FE2,[問題] 第一次做醫美 求推薦台北眼袋手術診所,所以從大學時期就開始存錢，現在出社會後剛好存一筆可以來拯救我的眼袋了！默默一直 爬文想先去諮詢一下，有諮詢過的可以給些經驗嗎？這樣到時候比較能依照自己的狀況再 去跟醫生討論（第一次諮詢超怕哈哈）
doctor,應該跟醫師,unknown,,2021-09-11T22:59:00,https://www.pttweb.cc/bbs/facelift/M.1631372371.A.FE2,[問題] 第一次做醫美 求推薦台北眼袋手術診所,", 14 F ，如果有加補脂的話，應該跟醫師溝 09/14 17:35 , 14 F → MarkeleFultz 09/14 17:35,"
doctor,星林敬鈞醫生,recommended,台北,2021-08-19T20:37:00,https://www.pttweb.cc/bbs/facelift/M.1629376673.A.CF1,[討論] 想請問眼袋問題（附圖）,", 10 F 內開+補淚溝蘋果肌） 08/20 17:46 , 10 F 推 yannnnni520 08/23 11:35, , 11 F 推極緻杜隆成，我手術前跟妳很像!! 08/23 11:35 , 11 F → yannnnni520 08/23 11:35, , 12 F 內開眼袋+補蘋果肌就處理好了,現在 08/23 11:35 , 12 F → yannnnni520 08/23 11:35, , 13 F 不用遮瑕精神看起來很好,妳可以先去 08/23 11:35 , 13 F → yannnnni..."
clinic,", 14 F 諮詢看,診所在松江南京1號口",recommended,台北,2021-08-19T20:37:00,https://www.pttweb.cc/bbs/facelift/M.1629376673.A.CF1,[討論] 想請問眼袋問題（附圖）,", 10 F 內開+補淚溝蘋果肌） 08/20 17:46 , 10 F 推 yannnnni520 08/23 11:35, , 11 F 推極緻杜隆成，我手術前跟妳很像!! 08/23 11:35 , 11 F → yannnnni520 08/23 11:35, , 12 F 內開眼袋+補蘋果肌就處理好了,現在 08/23 11:35 , 12 F → yannnnni520 08/23 11:35, , 13 F 不用遮瑕精神看起來很好,妳可以先去 08/23 11:35 , 13 F → yannnnni..."
doctor,得不錯的醫生,unknown,台中,2021-07-29T22:44:00,https://www.pttweb.cc/bbs/facelift/M.1627569863.A.7D2,[問題] 內開眼袋+自體蘋果肌大家做多少?,嗨嗨大家晚安 近期諮詢了一個我覺得不錯的醫生 已經關注他蠻久了 以前有在台中諮詢過 結果現在醫生自己出去台北開診所了 當然也就越來越貴 所以今年就好想做啊 一年比一年貴 有上網爬文眼袋+蘋果肌的資料 但有些都年代太久遠了
doctor,結果現在醫生,unknown,台中,2021-07-29T22:44:00,https://www.pttweb.cc/bbs/facelift/M.1627569863.A.7D2,[問題] 內開眼袋+自體蘋果肌大家做多少?,嗨嗨大家晚安 近期諮詢了一個我覺得不錯的醫生 已經關注他蠻久了 以前有在台中諮詢過 結果現在醫生自己出去台北開診所了 當然也就越來越貴 所以今年就好想做啊 一年比一年貴 有上網爬文眼袋+蘋果肌的資料 但有些都年代太久遠了
clinic,結果現在醫生,unknown,台中,2021-07-29T22:44:00,https://www.pttweb.cc/bbs/facelift/M.1627569863.A.7D2,[問題] 內開眼袋+自體蘋果肌大家做多少?,嗨嗨大家晚安 近期諮詢了一個我覺得不錯的醫生 已經關注他蠻久了 以前有在台中諮詢過 結果現在醫生自己出去台北開診所了 當然也就越來越貴 所以今年就好想做啊 一年比一年貴 有上網爬文眼袋+蘋果肌的資料 但有些都年代太久遠了
doctor,台北哪家醫師,unknown,台北,2021-07-22T00:54:00,https://www.pttweb.cc/bbs/facelift/M.1626886480.A.335,[問題] 淚溝該找台北哪家醫師呢？已刪文,[問題] 淚溝該找台北哪家醫師呢？ - 看板facelift - PTT網頁版
doctor,台北哪家醫師,recommended,台北,2021-07-22T00:54:00,https://www.pttweb.cc/bbs/facelift/M.1626886480.A.335,[問題] 淚溝該找台北哪家醫師呢？已刪文,"[問題] 淚溝該找台北哪家醫師呢？ 已刪文 ＋收藏 分享 看板 facelift 作者 QuakerH (蔣二毛) 時間 4年前 發表 (2021/07/22 00:54) , 編輯 推噓 2 ( 2 推 0 噓 2 → ) 留言 4則, 2人 參與 , 4年前 最新 討論串 1/1"
doctor,眼袋手術醫師,recommended,台北,2021-07-15T21:33:00,https://www.pttweb.cc/bbs/facelift/M.1626355988.A.693,[問題] 求問推薦的眼袋手術醫生(高雄),覺得被眼袋問題困擾許久了 之前在台北時就有想做手術切除 最近回來高雄，對這邊醫美不那麼熟 想說都待在家就趁這個時候開刀 有沒有比較推薦的眼袋手術醫師呢?
clinic,對這邊醫美,recommended,台北,2021-07-15T21:33:00,https://www.pttweb.cc/bbs/facelift/M.1626355988.A.693,[問題] 求問推薦的眼袋手術醫生(高雄),覺得被眼袋問題困擾許久了 之前在台北時就有想做手術切除 最近回來高雄，對這邊醫美不那麼熟 想說都待在家就趁這個時候開刀 有沒有比較推薦的眼袋手術醫師呢?
